Name,Model,Company,Year,Fuel Type,KM Driven,Transmission Type,Price(in Lakh),Location
Mahindra XUV300 W6 1.5 DIESEL,XUV300 W6 1.5 DIESEL,Mahindra,2021,DIESEL,29924,Manual,966000,Bangalore
Hyundai VENUE S 1.2,VENUE S 1.2,Hyundai,2022,PETROL,9802,Manual,905000,Bangalore
Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT DUAL TONE,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT DUAL TONE,Hyundai,2020,PETROL,17472,Manual,674000,Bangalore
Maruti Wagon R 1.0 VXI AMT,Wagon R 1.0 VXI AMT,Maruti,2017,PETROL,36404,Automatic,424000,Bangalore
Hyundai Elite i20 MAGNA 1.2,Elite i20 MAGNA 1.2,Hyundai,2016,PETROL,65656,Manual,544000,Bangalore
Hyundai VENUE SX PLUS 1.0 TURBO DCT,VENUE SX PLUS 1.0 TURBO DCT,Hyundai,2020,PETROL,29075,Automatic,984000,Bangalore
Maruti Swift Dzire VDI,Swift Dzire VDI,Maruti,2011,DIESEL,110407,Manual,360000,Bangalore
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2012,PETROL,104807,Manual,392000,Bangalore
Hyundai Tucson 2WD MT PETROL,Tucson 2WD MT PETROL,Hyundai,2019,PETROL,31249,Manual,1240000,Bangalore
Tata NEXON XZA PLUS DIESEL,NEXON XZA PLUS DIESEL,Tata,2018,DIESEL,90759,Automatic,806000,Bangalore
Renault Kwid RXT 1.0 AMT (O),Kwid RXT 1.0 AMT (O),Renault,2021,PETROL,24474,Automatic,472000,Bangalore
Maruti New Wagon-R ZXI 1.2,New Wagon-R ZXI 1.2,Maruti,2022,PETROL,8524,Manual,668000,Bangalore
Hyundai i20 Active 1.4 SX,i20 Active 1.4 SX,Hyundai,2015,DIESEL,86615,Manual,568000,Bangalore
Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Hyundai,2021,PETROL,10826,Automatic,763000,Bangalore
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Hyundai,2016,PETROL,82571,Manual,372000,Bangalore
Hyundai ALCAZAR PRESTIGE (O) 6STR 2.0 AT,ALCAZAR PRESTIGE (O) 6STR 2.0 AT,Hyundai,2021,PETROL,12485,Automatic,1710000,Bangalore
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2016,PETROL,47679,Manual,607000,Bangalore
Maruti Zen Estilo VXI,Zen Estilo VXI,Maruti,2011,PETROL,69568,Manual,219000,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2015,PETROL,66341,Manual,538000,Bangalore
Tata Zest XMA F-TRONIC DIESEL,Zest XMA F-TRONIC DIESEL,Tata,2014,DIESEL,96667,Automatic,369000,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2011,PETROL,57051,Manual,347000,Bangalore
Maruti Celerio ZXI PLUS,Celerio ZXI PLUS,Maruti,2021,PETROL,22245,Manual,566000,Bangalore
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Hyundai,2017,PETROL,40581,Manual,477000,Bangalore
Hyundai Elite i20 MAGNA 1.2,Elite i20 MAGNA 1.2,Hyundai,2016,PETROL,55009,Manual,540000,Bangalore
Hyundai i10 SPORTZ 1.2 AT,i10 SPORTZ 1.2 AT,Hyundai,2013,PETROL,78126,Automatic,302000,Bangalore
Hyundai Verna 1.6 CRDI SX,Verna 1.6 CRDI SX,Hyundai,2018,DIESEL,117994,Manual,730000,Bangalore
Maruti Alto K10 VXI,Alto K10 VXI,Maruti,2011,PETROL,109991,Manual,201000,Bangalore
Tata NEXON XZA PLUS (O) PETROL DUAL TONE,NEXON XZA PLUS (O) PETROL DUAL TONE,Tata,2020,PETROL,59046,Automatic,1040000,Bangalore
Hyundai Creta SX PLUS AT 1.6 DIESEL,Creta SX PLUS AT 1.6 DIESEL,Hyundai,2015,DIESEL,106215,Automatic,835000,Bangalore
Hyundai VENUE SX 1.0 (O) TURBO IMT,VENUE SX 1.0 (O) TURBO IMT,Hyundai,2021,PETROL,17981,Manual,1060000,Bangalore
Renault Duster 110 PS RXZ 4X2 AMT DIESEL,Duster 110 PS RXZ 4X2 AMT DIESEL,Renault,2019,DIESEL,69084,Automatic,892000,Bangalore
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2016,PETROL,111638,Manual,525000,Bangalore
Honda Jazz 1.2L I-VTEC V AT,Jazz 1.2L I-VTEC V AT,Honda,2015,PETROL,48627,Automatic,565000,Bangalore
Renault Duster RXS 1.5 PETROL MT,Duster RXS 1.5 PETROL MT,Renault,2020,PETROL,26233,Manual,800000,Bangalore
Hyundai i10 MAGNA 1.2,i10 MAGNA 1.2,Hyundai,2011,PETROL,43583,Manual,269000,Bangalore
Tata ALTROZ XZ PETROL,ALTROZ XZ PETROL,Tata,2020,PETROL,34901,Manual,734000,Bangalore
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2013,PETROL,59700,Manual,431000,Bangalore
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2020,PETROL,74928,Manual,806000,Bangalore
Hyundai i20 ASTA 1.4 CRDI,i20 ASTA 1.4 CRDI,Hyundai,2012,DIESEL,115681,Manual,379000,Bangalore
Renault Kwid RXT 1.0 AMT (O),Kwid RXT 1.0 AMT (O),Renault,2020,PETROL,38494,Automatic,505000,Bangalore
Mahindra XUV500 W10,XUV500 W10,Mahindra,2015,DIESEL,75492,Manual,911000,Bangalore
Renault Kwid RXT 1.0 (O),Kwid RXT 1.0 (O),Renault,2021,PETROL,3748,Manual,484000,Bangalore
Hyundai VENUE SX 1.0 (O) TURBO IMT,VENUE SX 1.0 (O) TURBO IMT,Hyundai,2022,PETROL,21422,Manual,1120000,Bangalore
Maruti Vitara Brezza VDI (O),Vitara Brezza VDI (O),Maruti,2016,DIESEL,80227,Manual,607000,Bangalore
Hyundai i20 SPORTZ 1.4 CRDI,i20 SPORTZ 1.4 CRDI,Hyundai,2014,DIESEL,102555,Manual,432000,Bangalore
Maruti Celerio X ZXI (O) AMT,Celerio X ZXI (O) AMT,Maruti,2019,PETROL,27215,Automatic,505000,Bangalore
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2015,PETROL,110669,Manual,332000,Bangalore
Maruti Celerio ZXI,Celerio ZXI,Maruti,2018,PETROL,41806,Manual,470000,Bangalore
Hyundai Verna 1.6 VTVT SX,Verna 1.6 VTVT SX,Hyundai,2018,PETROL,60087,Manual,797000,Bangalore
Honda Jazz 1.2L I-VTEC X,Jazz 1.2L I-VTEC X,Honda,2012,PETROL,35444,Manual,367000,Bangalore
Hyundai Santro Xing GLS,Santro Xing GLS,Hyundai,2011,PETROL,55224,Manual,245000,Bangalore
Hyundai i10 SPORTZ 1.1,i10 SPORTZ 1.1,Hyundai,2016,PETROL,48427,Manual,386000,Bangalore
Maruti New Wagon-R VXI 1.0 AMT,New Wagon-R VXI 1.0 AMT,Maruti,2019,PETROL,67526,Automatic,523000,Bangalore
Maruti Vitara Brezza ZDI,Vitara Brezza ZDI,Maruti,2016,DIESEL,91544,Manual,754000,Bangalore
Hyundai Creta SX (O) 1.4 TURBO DCT,Creta SX (O) 1.4 TURBO DCT,Hyundai,2020,PETROL,32794,Automatic,1510000,Bangalore
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2011,PETROL,34408,Manual,271000,Bangalore
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2020,PETROL,36093,Automatic,1210000,Bangalore
Hyundai Elite i20 ASTA 1.4 CRDI (O),Elite i20 ASTA 1.4 CRDI (O),Hyundai,2016,DIESEL,76454,Manual,647000,Bangalore
Tata NEXON XZ PLUS (HS) DIESEL,NEXON XZ PLUS (HS) DIESEL,Tata,2022,DIESEL,31035,Manual,1150000,Bangalore
Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Hyundai,2019,PETROL,18462,Automatic,698000,Bangalore
Mahindra XUV300 W4 1.2 PETROL,XUV300 W4 1.2 PETROL,Mahindra,2020,PETROL,19881,Manual,803000,Bangalore
Maruti Wagon R Stingray VXI,Wagon R Stingray VXI,Maruti,2013,PETROL,97830,Manual,303000,Bangalore
Maruti Ciaz ZXI+,Ciaz ZXI+,Maruti,2015,PETROL,25381,Manual,639000,Bangalore
Maruti Celerio VXI,Celerio VXI,Maruti,2014,PETROL,96979,Manual,323000,Bangalore
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2013,PETROL,106215,Manual,411000,Bangalore
Maruti Alto K10 VXI,Alto K10 VXI,Maruti,2014,PETROL,99832,Manual,255000,Bangalore
Tata Tiago XZ PLUS PETROL,Tiago XZ PLUS PETROL,Tata,2020,PETROL,23692,Manual,625000,Bangalore
Mahindra XUV300 W6 1.2 PETROL AMT,XUV300 W6 1.2 PETROL AMT,Mahindra,2022,PETROL,14205,Automatic,998000,Bangalore
Tata Zest XMS PETROL,Zest XMS PETROL,Tata,2016,PETROL,80078,Manual,440000,Bangalore
Hyundai Verna 1.6 VTVT SX (O) AT,Verna 1.6 VTVT SX (O) AT,Hyundai,2019,PETROL,49820,Automatic,1020000,Bangalore
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2013,PETROL,103965,Manual,480000,Bangalore
Maruti IGNIS ZETA 1.2 AMT,IGNIS ZETA 1.2 AMT,Maruti,2017,PETROL,68890,Automatic,553000,Bangalore
Hyundai Eon ERA PLUS (O),Eon ERA PLUS (O),Hyundai,2017,PETROL,36950,Manual,322000,Bangalore
Renault Kwid RXT 0.8,Kwid RXT 0.8,Renault,2017,PETROL,48581,Manual,304000,Bangalore
Honda Amaze 1.2L I-VTEC VX,Amaze 1.2L I-VTEC VX,Honda,2014,PETROL,109589,Manual,366000,Bangalore
Maruti Ciaz ALPHA 1.5 SHVS PETROL,Ciaz ALPHA 1.5 SHVS PETROL,Maruti,2020,PETROL,52878,Manual,800000,Bangalore
Renault Kwid CLIMBER 1.0 AMT (O),Kwid CLIMBER 1.0 AMT (O),Renault,2020,PETROL,18336,Automatic,484000,Bangalore
Tata Tiago XT PETROL,Tiago XT PETROL,Tata,2017,PETROL,28606,Manual,455000,Bangalore
Renault Kwid RXT 1.0,Kwid RXT 1.0,Renault,2017,PETROL,45079,Manual,345000,Bangalore
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2011,PETROL,79484,Manual,267000,Bangalore
Renault Kwid CLIMBER 1.0,Kwid CLIMBER 1.0,Renault,2019,PETROL,46779,Manual,362000,Bangalore
Maruti Swift VXI AMT,Swift VXI AMT,Maruti,2018,PETROL,57341,Automatic,620000,Bangalore
Hyundai Verna 1.6 VTVT SX,Verna 1.6 VTVT SX,Hyundai,2018,PETROL,44659,Manual,834000,Bangalore
Hyundai NEW I20 ASTA (O) 1.2 AT,NEW I20 ASTA (O) 1.2 AT,Hyundai,2022,PETROL,12885,Automatic,1100000,Bangalore
Maruti Swift ZXI PLUS AMT DUAL TONE,Swift ZXI PLUS AMT DUAL TONE,Maruti,2022,PETROL,31459,Automatic,851000,Bangalore
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2022,PETROL,34474,Manual,775000,Bangalore
Hyundai i20 SPORTZ (O) 1.2,i20 SPORTZ (O) 1.2,Hyundai,2011,PETROL,65841,Manual,306000,Bangalore
Hyundai i10 SPORTZ 1.2,i10 SPORTZ 1.2,Hyundai,2011,PETROL,91035,Manual,260000,Bangalore
Hyundai i20 SPORTZ 1.4 CRDI,i20 SPORTZ 1.4 CRDI,Hyundai,2012,DIESEL,83337,Manual,369000,Bangalore
Hyundai VENUE SX PLUS 1.0 TURBO DCT,VENUE SX PLUS 1.0 TURBO DCT,Hyundai,2019,PETROL,44309,Automatic,964000,Bangalore
Renault Kwid RXT 0.8,Kwid RXT 0.8,Renault,2017,PETROL,33582,Manual,354000,Bangalore
Renault Kwid CLIMBER 1.0 (O),Kwid CLIMBER 1.0 (O),Renault,2019,PETROL,24330,Manual,456000,Bangalore
Hyundai Creta SX (O) 1.6 DIESEL,Creta SX (O) 1.6 DIESEL,Hyundai,2018,DIESEL,40746,Manual,1230000,Bangalore
Honda City 1.5L I-VTEC VX,City 1.5L I-VTEC VX,Honda,2018,PETROL,85702,Manual,835000,Bangalore
Hyundai i10 MAGNA 1.2,i10 MAGNA 1.2,Hyundai,2011,PETROL,130587,Manual,218000,Bangalore
Renault Kwid CLIMBER 1.0 (O),Kwid CLIMBER 1.0 (O),Renault,2021,PETROL,41535,Manual,462000,Bangalore
Renault Duster RXS CVT,Duster RXS CVT,Renault,2017,PETROL,61457,Automatic,645000,Bangalore
Maruti Celerio ZXI PLUS AGS,Celerio ZXI PLUS AGS,Maruti,2021,PETROL,45807,Automatic,671000,Bangalore
Mahindra XUV300 W8 (O) 1.2 PETROL AMT,XUV300 W8 (O) 1.2 PETROL AMT,Mahindra,2022,PETROL,11682,Automatic,1220000,Bangalore
Hyundai Creta SX (O) EXECUTIVE 1.6 PETROL,Creta SX (O) EXECUTIVE 1.6 PETROL,Hyundai,2019,PETROL,48476,Manual,1110000,Bangalore
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2016,PETROL,36748,Manual,638000,Bangalore
Maruti Celerio X VXI (O),Celerio X VXI (O),Maruti,2018,PETROL,39995,Manual,381000,Bangalore
Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Hyundai,2019,PETROL,36365,Automatic,663000,Bangalore
Renault TRIBER RXL MT,TRIBER RXL MT,Renault,2019,PETROL,50945,Manual,581000,Bangalore
Hyundai AURA SX 1.2 (O),AURA SX 1.2 (O),Hyundai,2020,PETROL,41269,Manual,712000,Bangalore
Maruti Dzire ZXI AMT,Dzire ZXI AMT,Maruti,2019,PETROL,28533,Automatic,718000,Bangalore
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2017,PETROL,80561,Automatic,903000,Bangalore
Maruti Ertiga ZDI,Ertiga ZDI,Maruti,2012,DIESEL,106213,Manual,607000,Bangalore
Hyundai Creta SX PLUS 1.6 PETROL,Creta SX PLUS 1.6 PETROL,Hyundai,2017,PETROL,52427,Manual,903000,Bangalore
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2015,PETROL,49078,Manual,356000,Bangalore
Hyundai i20 SPORTZ 1.2,i20 SPORTZ 1.2,Hyundai,2011,PETROL,52325,Manual,327000,Bangalore
Maruti Ertiga ZXI,Ertiga ZXI,Maruti,2015,PETROL,46440,Manual,718000,Bangalore
Maruti Celerio ZXI,Celerio ZXI,Maruti,2016,PETROL,46240,Manual,448000,Bangalore
Hyundai i20 SPORTZ (O) 1.2,i20 SPORTZ (O) 1.2,Hyundai,2011,PETROL,111350,Manual,299000,Bangalore
Maruti New Wagon-R ZXI 1.2,New Wagon-R ZXI 1.2,Maruti,2023,PETROL,2896,Manual,693000,Bangalore
Renault Kwid RXL,Kwid RXL,Renault,2019,PETROL,64671,Manual,352000,Bangalore
Renault Kwid RXT 1.0 AMT (O),Kwid RXT 1.0 AMT (O),Renault,2019,PETROL,17107,Automatic,490000,Bangalore
Maruti Swift Dzire ZXI,Swift Dzire ZXI,Maruti,2014,PETROL,122178,Manual,451000,Bangalore
Maruti Celerio VXI (O),Celerio VXI (O),Maruti,2019,PETROL,28904,Manual,482000,Bangalore
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2017,PETROL,55620,Automatic,991000,Bangalore
Honda Jazz 1.2L I-VTEC V AT,Jazz 1.2L I-VTEC V AT,Honda,2017,PETROL,68331,Automatic,529000,Bangalore
Hyundai Verna 1.6 VTVT SX,Verna 1.6 VTVT SX,Hyundai,2018,PETROL,15912,Manual,913000,Bangalore
Tata NEXON XZ PLUS PETROL,NEXON XZ PLUS PETROL,Tata,2020,PETROL,67069,Manual,835000,Bangalore
Honda City 1.5L I-VTEC ZX CVT,City 1.5L I-VTEC ZX CVT,Honda,2017,PETROL,76529,Automatic,790000,Bangalore
Hyundai Elite i20 ASTA 1.2 (O),Elite i20 ASTA 1.2 (O),Hyundai,2016,PETROL,36174,Manual,690000,Bangalore
Honda City 1.5L I-VTEC VX,City 1.5L I-VTEC VX,Honda,2019,PETROL,55227,Manual,919000,Bangalore
Honda Amaze 1.2L I-VTEC VX CVT,Amaze 1.2L I-VTEC VX CVT,Honda,2023,PETROL,10391,Automatic,949000,Bangalore
Renault Kwid RXT 1.0 (O),Kwid RXT 1.0 (O),Renault,2019,PETROL,23550,Manual,387000,Bangalore
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2018,PETROL,22231,Manual,701000,Bangalore
Hyundai AURA SX+ 1.0 TURBO GDI MT,AURA SX+ 1.0 TURBO GDI MT,Hyundai,2020,PETROL,39864,Manual,740000,Bangalore
Mahindra XUV500 W11 AT,XUV500 W11 AT,Mahindra,2020,DIESEL,59594,Automatic,1580000,Bangalore
Maruti IGNIS DELTA 1.2 AMT,IGNIS DELTA 1.2 AMT,Maruti,2021,PETROL,31951,Automatic,646000,Bangalore
Maruti Celerio ZXI,Celerio ZXI,Maruti,2018,PETROL,19171,Manual,463000,Bangalore
Honda Amaze 1.5L I-DTEC V CVT,Amaze 1.5L I-DTEC V CVT,Honda,2019,DIESEL,49663,Automatic,750000,Bangalore
Maruti Alto 800 LXI,Alto 800 LXI,Maruti,2015,PETROL,85107,Manual,271000,Bangalore
Renault Kwid RXT 1.0 (O),Kwid RXT 1.0 (O),Renault,2019,PETROL,20725,Manual,442000,Bangalore
Hyundai i20 Active 1.2 SX,i20 Active 1.2 SX,Hyundai,2017,PETROL,69694,Manual,649000,Bangalore
Maruti Celerio VXI AMT,Celerio VXI AMT,Maruti,2014,PETROL,14522,Automatic,377000,Bangalore
Mahindra XUV300 W8 (O) 1.2 PETROL,XUV300 W8 (O) 1.2 PETROL,Mahindra,2021,PETROL,9715,Manual,1090000,Bangalore
Hyundai Verna FLUIDIC 1.6 CRDI S 4S,Verna FLUIDIC 1.6 CRDI S 4S,Hyundai,2016,DIESEL,65029,Manual,771000,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2017,PETROL,77191,Manual,515000,Bangalore
Hyundai Eon ERA +,Eon ERA +,Hyundai,2015,PETROL,22557,Manual,302000,Bangalore
Mahindra XUV500 W6,XUV500 W6,Mahindra,2014,DIESEL,94593,Manual,781000,Bangalore
Hyundai ALCAZAR 1.5 SIGNATURE (O) AT 6STR,ALCAZAR 1.5 SIGNATURE (O) AT 6STR,Hyundai,2021,DIESEL,24546,Automatic,1890000,Bangalore
Mahindra XUV500 W11 AT,XUV500 W11 AT,Mahindra,2018,DIESEL,36626,Automatic,1640000,Bangalore
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Hyundai,2015,PETROL,23523,Manual,447000,Bangalore
Renault Duster RXS CVT,Duster RXS CVT,Renault,2018,PETROL,29311,Automatic,721000,Bangalore
Hyundai Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Hyundai,2017,PETROL,55852,Manual,854000,Bangalore
Hyundai i20 ASTA 1.4 CRDI,i20 ASTA 1.4 CRDI,Hyundai,2012,DIESEL,102029,Manual,400000,Bangalore
Hyundai Elite i20 ASTA 1.2,Elite i20 ASTA 1.2,Hyundai,2017,PETROL,29254,Manual,615000,Bangalore
Maruti Baleno ALPHA PETROL 1.2,Baleno ALPHA PETROL 1.2,Maruti,2019,PETROL,36932,Manual,727000,Bangalore
Hyundai i10 SPORTZ 1.1,i10 SPORTZ 1.1,Hyundai,2014,PETROL,82502,Manual,294000,Bangalore
Mahindra XUV500 W6,XUV500 W6,Mahindra,2014,DIESEL,119125,Manual,733000,Bangalore
Hyundai Verna 1.6 VTVT SX,Verna 1.6 VTVT SX,Hyundai,2018,PETROL,55600,Manual,829000,Bangalore
Renault Duster 110 PS RXS 4X2 AMT DIESEL,Duster 110 PS RXS 4X2 AMT DIESEL,Renault,2019,DIESEL,47106,Automatic,941000,Bangalore
Maruti Swift Dzire ZXI,Swift Dzire ZXI,Maruti,2012,PETROL,36201,Manual,515000,Bangalore
Hyundai ALCAZAR 2.0 SIGNATURE (O) AT 7STR,ALCAZAR 2.0 SIGNATURE (O) AT 7STR,Hyundai,2022,PETROL,11009,Automatic,1880000,Bangalore
Maruti Ciaz ZXI+,Ciaz ZXI+,Maruti,2016,PETROL,75940,Manual,596000,Bangalore
Hyundai i20 ASTA 1.2,i20 ASTA 1.2,Hyundai,2013,PETROL,66176,Manual,417000,Bangalore
Honda Jazz 1.2L I-VTEC ZX,Jazz 1.2L I-VTEC ZX,Honda,2020,PETROL,43340,Manual,833000,Bangalore
Hyundai Creta SX PLUS 1.6 PETROL,Creta SX PLUS 1.6 PETROL,Hyundai,2016,PETROL,69273,Manual,853000,Bangalore
Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Hyundai,2016,PETROL,27464,Manual,514000,Bangalore
Hyundai VENUE SX PLUS 1.0 TURBO DCT,VENUE SX PLUS 1.0 TURBO DCT,Hyundai,2019,PETROL,43922,Automatic,900000,Bangalore
Honda Jazz 1.2L I-VTEC V,Jazz 1.2L I-VTEC V,Honda,2017,PETROL,55531,Manual,581000,Bangalore
Honda Brio S MT,Brio S MT,Honda,2014,PETROL,73789,Manual,356000,Bangalore
Maruti Ciaz ZXI AT,Ciaz ZXI AT,Maruti,2016,PETROL,96520,Automatic,578000,Bangalore
Renault Kwid RXT 0.8,Kwid RXT 0.8,Renault,2021,PETROL,26104,Manual,436000,Bangalore
Honda Brio S(O) MT,Brio S(O) MT,Honda,2012,PETROL,143991,Manual,285000,Bangalore
Maruti Celerio ZXI (O),Celerio ZXI (O),Maruti,2018,PETROL,93813,Manual,447000,Bangalore
Honda Amaze 1.2L I-VTEC VX,Amaze 1.2L I-VTEC VX,Honda,2016,PETROL,43434,Manual,513000,Bangalore
Maruti Ritz VXI,Ritz VXI,Maruti,2013,PETROL,75497,Manual,356000,Bangalore
Honda City 1.5L I-VTEC ZX,City 1.5L I-VTEC ZX,Honda,2020,PETROL,30951,Manual,1080000,Bangalore
Mahindra XUV500 W6,XUV500 W6,Mahindra,2014,DIESEL,87735,Manual,770000,Bangalore
Hyundai Creta SX PLUS 1.6 PETROL,Creta SX PLUS 1.6 PETROL,Hyundai,2017,PETROL,68811,Manual,944000,Bangalore
KIA SONET GTX PLUS 1.5 AT,SONET GTX PLUS 1.5 AT,KIA,2022,DIESEL,18623,Automatic,1410000,Bangalore
Renault Kwid RXT 1.0 (O),Kwid RXT 1.0 (O),Renault,2019,PETROL,11341,Manual,410000,Bangalore
Renault Kwid CLIMBER 1.0 AMT,Kwid CLIMBER 1.0 AMT,Renault,2018,PETROL,52734,Automatic,392000,Bangalore
Renault Duster 110 PS RXZ DIESEL,Duster 110 PS RXZ DIESEL,Renault,2019,DIESEL,80160,Manual,821000,Bangalore
Maruti Swift Dzire VDI,Swift Dzire VDI,Maruti,2012,DIESEL,110904,Manual,426000,Bangalore
Hyundai VENUE SX 1.0 (O) TURBO IMT,VENUE SX 1.0 (O) TURBO IMT,Hyundai,2023,PETROL,6278,Manual,1210000,Bangalore
Honda Brio V MT,Brio V MT,Honda,2013,PETROL,41346,Manual,365000,Bangalore
Maruti Celerio VXI (O),Celerio VXI (O),Maruti,2018,PETROL,69515,Manual,435000,Bangalore
KIA SONET GTX PLUS 1.0 IMT,SONET GTX PLUS 1.0 IMT,KIA,2022,PETROL,9477,Manual,1210000,Bangalore
Hyundai Elite i20 ASTA 1.2,Elite i20 ASTA 1.2,Hyundai,2017,PETROL,43170,Manual,713000,Bangalore
Tata NEXON XM PETROL,NEXON XM PETROL,Tata,2023,PETROL,16129,Manual,912000,Bangalore
KIA CARENS LUXURY 1.4 PETROL 7 STR,CARENS LUXURY 1.4 PETROL 7 STR,KIA,2022,PETROL,11437,Manual,1690000,Bangalore
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2012,PETROL,57296,Manual,419000,Bangalore
Renault Duster RXS CVT,Duster RXS CVT,Renault,2018,PETROL,31875,Automatic,717000,Bangalore
Hyundai Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,Hyundai,2018,PETROL,103142,Manual,465000,Bangalore
Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Hyundai,2016,PETROL,65458,Manual,506000,Bangalore
KIA CARENS LUXURY PLUS 1.4 PETROL 7 STR,CARENS LUXURY PLUS 1.4 PETROL 7 STR,KIA,2022,PETROL,15145,Manual,1740000,Bangalore
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2011,PETROL,68165,Manual,347000,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2016,PETROL,65555,Manual,579000,Bangalore
Maruti S PRESSO VXI+,S PRESSO VXI+,Maruti,2019,PETROL,35153,Manual,409000,Bangalore
Maruti Celerio ZXI PLUS AGS,Celerio ZXI PLUS AGS,Maruti,2021,PETROL,20405,Automatic,646000,Bangalore
Mahindra XUV300 W8 (O) 1.5 DIESEL,XUV300 W8 (O) 1.5 DIESEL,Mahindra,2019,DIESEL,18346,Manual,1130000,Bangalore
Maruti S PRESSO VXI+,S PRESSO VXI+,Maruti,2021,PETROL,34267,Manual,458000,Bangalore
Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Hyundai,2017,PETROL,47224,Automatic,566000,Bangalore
Renault Kwid RXT 1.0 (O),Kwid RXT 1.0 (O),Renault,2021,PETROL,32862,Manual,446000,Bangalore
Renault Duster 85 PS RXE DIESEL ADVENTURE,Duster 85 PS RXE DIESEL ADVENTURE,Renault,2014,DIESEL,73314,Manual,627000,Bangalore
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2011,PETROL,61600,Manual,289000,Bangalore
Hyundai Santro Xing GL PLUS,Santro Xing GL PLUS,Hyundai,2011,PETROL,78152,Manual,248000,Bangalore
Mahindra XUV300 W8 (O) 1.2 PETROL AMT,XUV300 W8 (O) 1.2 PETROL AMT,Mahindra,2022,PETROL,11911,Automatic,1270000,Bangalore
Tata NEXON XZA PLUS DIESEL,NEXON XZA PLUS DIESEL,Tata,2019,DIESEL,60079,Automatic,862000,Bangalore
Hyundai i10 MAGNA 1.1,i10 MAGNA 1.1,Hyundai,2011,PETROL,70441,Manual,262000,Bangalore
Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,Grand i10 ASTA AT 1.2 KAPPA VTVT,Hyundai,2014,PETROL,83346,Automatic,440000,Bangalore
Renault Kwid RXT 1.0,Kwid RXT 1.0,Renault,2022,PETROL,31621,Manual,466000,Bangalore
KIA SONET HTX ANNIVERSARY EDITION 1.5,SONET HTX ANNIVERSARY EDITION 1.5,KIA,2022,DIESEL,21176,Manual,1250000,Bangalore
Renault Kwid RXT 1.0,Kwid RXT 1.0,Renault,2017,PETROL,21138,Manual,353000,Bangalore
